Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764305601,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764305602,2,,Aggregated,0.000000,0.000000,20,20,20,20,20,20,20,20,20,20,20,2,0,16,17.815687500000003,15.631375000000002,20,89.0
1764305603,4,,Aggregated,0.000000,0.000000,11,11,16,16,20,20,20,20,20,20,20,6,0,10,12.754604166666681,9.631124999999852,20,89.0
1764305604,6,,Aggregated,2.000000,0.000000,10,10,11,11,16,20,20,20,20,20,20,13,0,10,10.226650615384616,4,20,89.07692307692308
1764305605,8,,Aggregated,2.500000,0.000000,10,10,11,11,16,20,20,20,20,20,20,19,0,10,9.592170947368379,4,20,89.21052631578948
1764305606,10,,Aggregated,3.333333,0.000000,9,10,11,11,17,18,20,20,20,20,20,30,0,9,9.095095733333311,3,20,89.16666666666667
1764305607,12,,Aggregated,4.000000,0.000000,9,10,11,11,14,17,20,20,20,20,20,42,0,9,8.965885880952394,3,20,82.71428571428571
1764305608,14,,Aggregated,4.400000,0.000000,9,10,11,11,14,17,18,20,20,20,20,51,0,9,8.717495901960778,3,20,82.15686274509804
1764305609,16,,Aggregated,5.500000,0.000000,8,9,10,11,13,16,18,20,20,20,20,66,0,7,8.101681166666694,2,20,81.04545454545455
1764305610,18,,Aggregated,6.285714,0.000000,8,9,10,11,13,16,18,20,20,20,20,80,0,7,7.8730499750000575,2,20,82.475
1764305611,20,,Aggregated,6.875000,0.000000,7,9,9,10,12,14,17,18,20,20,20,101,0,7,7.533591148514872,2,20,79.41584158415841
1764305612,22,,Aggregated,7.666667,0.000000,6,9,9,10,12,14,17,18,20,20,20,122,0,6,7.174239401639347,1,20,81.02459016393442
1764305613,24,,Aggregated,8.600000,0.000000,6,8,9,9,12,14,17,18,20,20,20,139,0,6,6.9673809928057455,1,20,80.68345323741008
1764305614,26,,Aggregated,10.100000,0.000000,6,8,9,9,11,14,16,18,20,20,20,163,0,6,6.750381386503035,1,20,81.88957055214723
1764305615,28,,Aggregated,12.200000,0.000000,6,8,9,9,11,14,16,18,20,20,20,189,0,6,6.596802238095214,1,20,81.44973544973546
1764305616,30,,Aggregated,13.200000,0.000000,6,8,9,9,11,13,16,17,20,20,20,210,0,6,6.5631428523809126,1,20,81.72857142857143
1764305617,32,,Aggregated,15.300000,0.000000,6,7,8,9,11,13,16,17,20,20,20,237,0,6,6.410000523206709,1,20,80.66666666666667
1764305618,34,,Aggregated,17.100000,0.000000,6,7,8,9,11,12,16,17,20,20,20,263,0,6,6.360893368821271,1,20,80.09885931558935
1764305619,36,,Aggregated,18.300000,0.000000,6,7,8,9,11,12,16,17,20,20,20,294,0,6,6.209845931972749,1,20,79.54081632653062
1764305620,38,,Aggregated,19.500000,0.000000,6,7,8,9,10,12,16,16,20,20,20,322,0,6,6.1251680683229335,1,20,79.23291925465838
1764305621,40,,Aggregated,21.100000,0.000000,6,7,8,8,10,12,16,16,20,20,20,352,0,5,6.044198485795414,1,20,78.5284090909091
1764305622,42,,Aggregated,22.700000,0.000000,5,6,8,8,10,12,16,16,20,20,20,392,0,5,5.81827750255099,1,20,78.46173469387755
1764305623,44,,Aggregated,24.000000,0.000000,5,6,7,8,10,12,14,16,20,20,20,432,0,5,5.649785377314803,1,20,78.59953703703704
1764305624,46,,Aggregated,25.400000,0.000000,5,6,7,8,10,11,14,16,20,20,20,466,0,5,5.589340999999999,1,20,78.78326180257511
1764305625,48,,Aggregated,27.000000,0.000000,5,6,7,8,9,11,13,16,20,20,20,510,0,5,5.487265011764711,1,20,78.97254901960784
1764305626,50,,Aggregated,29.200000,0.000000,5,6,7,8,9,11,13,16,20,20,20,545,0,5,5.440246844036706,1,20,78.80183486238532
1764305627,50,,Aggregated,30.100000,0.000000,5,6,7,8,9,11,13,16,20,20,20,591,0,5,5.311271062605756,1,20,79.15566835871404
1764305628,50,,Aggregated,32.200000,0.000000,5,6,7,7,9,11,13,16,20,20,20,622,0,5,5.264744292604501,1,20,78.64308681672026
1764305629,50,,Aggregated,33.300000,0.000000,5,6,7,7,9,11,13,16,20,20,20,664,0,5,5.21917876355421,1,20,78.75
1764305630,50,,Aggregated,35.300000,0.000000,5,6,7,7,9,10,12,16,20,20,20,706,0,5,5.211645992917836,1,20,78.73087818696884
1764305631,50,,Aggregated,35.800000,0.000000,5,6,7,7,9,10,12,16,20,20,20,749,0,5,5.176903632843781,1,20,78.7222963951936
1764305632,50,,Aggregated,36.900000,0.000000,5,6,7,7,9,10,12,16,20,20,20,788,0,5,5.094367420050748,1,20,78.65609137055837
1764305633,50,,Aggregated,38.300000,0.000000,4,6,7,7,9,10,12,14,20,20,20,827,0,4,5.02290435671096,0,20,78.60217654171704
