Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764305416,50,,Aggregated,31.400000,0.000000,38,41,42,43,48,77,83,87,120,120,120,615,0,38,42.074506030894256,32,120.27883299999687,81.86829268292684
1764305417,50,,Aggregated,32.900000,0.000000,38,40,42,43,48,77,82,87,120,120,120,651,0,38,41.86113517050684,32,120.27883299999687,81.86328725038402
1764305418,50,,Aggregated,33.900000,0.000000,38,40,42,43,47,76,82,87,120,120,120,688,0,38,41.70474980813946,32,120.27883299999687,81.99709302325581
1764305419,50,,Aggregated,35.600000,0.000000,38,40,42,43,47,76,81,86,120,120,120,724,0,38,41.56237654419884,32,120.27883299999687,81.99171270718232
1764305420,50,,Aggregated,35.700000,0.000000,38,40,42,43,47,76,81,86,120,120,120,763,0,38,41.42810959108776,32,120.27883299999687,82.00524246395806
1764305421,50,,Aggregated,36.800000,0.000000,38,40,42,43,47,75,81,86,120,120,120,809,0,38,41.227605830655094,31,120.27883299999687,81.97404202719407
1764305422,50,,Aggregated,36.800000,0.000000,38,40,42,43,46,75,80,86,120,120,120,851,0,38,41.170789994124526,31,120.27883299999687,81.69212690951821
1764305423,50,,Aggregated,37.200000,0.000000,38,40,42,43,46,74,80,86,120,120,120,891,0,38,41.084293434343365,31,120.27883299999687,81.12008978675645
1764305424,50,,Aggregated,38.300000,0.000000,39,40,42,43,47,74,80,84,120,120,120,926,0,39,41.117328014038804,31,120.27883299999687,80.83909287257019
1764305425,50,,Aggregated,38.800000,0.000000,39,41,42,43,47,70,80,84,120,120,120,972,0,39,41.17697847119337,31,120.27883299999687,80.66152263374485
1764305426,50,,Aggregated,38.900000,0.000000,39,41,42,43,47,66,79,84,93,120,120,1018,0,39,41.30662057072688,31,120.27883299999687,80.85952848722987
1764305427,50,,Aggregated,38.800000,0.000000,39,41,42,43,47,57,79,84,93,120,120,1051,0,39,41.232071905803956,31,120.27883299999687,81.02759276879162
1764305428,50,,Aggregated,39.500000,0.000000,39,41,42,44,47,57,79,84,93,120,120,1091,0,39,41.21169870027496,31,120.27883299999687,81.15123739688359
1764305429,50,,Aggregated,40.200000,0.000000,39,41,42,44,47,56,79,83,93,120,120,1133,0,39,41.18640264607234,31,120.27883299999687,80.87996469549867
1764305430,50,,Aggregated,39.800000,0.000000,39,41,42,44,47,56,79,83,93,120,120,1174,0,39,41.17901560902894,31,120.27883299999687,80.70102214650767
1764305431,50,,Aggregated,40.300000,0.000000,39,41,42,44,48,56,79,83,93,120,120,1208,0,39,41.19954521026486,31,120.27883299999687,80.6341059602649
1764305432,50,,Aggregated,40.900000,0.000000,39,41,43,44,48,56,79,83,93,120,120,1248,0,39,41.265574911057634,31,120.27883299999687,80.68108974358974
1764305433,50,,Aggregated,40.700000,0.000000,39,41,43,44,48,56,79,83,93,120,120,1291,0,39,41.24697207203713,31,120.27883299999687,80.53989155693262
1764305434,50,,Aggregated,39.700000,0.000000,39,41,42,44,48,56,78,82,93,120,120,1328,0,39,41.20139842545174,31,120.27883299999687,80.44051204819277
1764305435,50,,Aggregated,39.500000,0.000000,39,41,42,44,48,55,77,82,93,120,120,1369,0,39,41.13831712856093,31,120.27883299999687,80.49379108838568
1764305436,50,,Aggregated,40.100000,0.000000,39,41,42,44,47,55,77,81,93,120,120,1405,0,39,41.068189994305975,31,120.27883299999687,80.58718861209964
1764305437,50,,Aggregated,39.900000,0.000000,39,41,42,43,47,54,77,81,93,120,120,1442,0,39,41.02506121775305,31,120.27883299999687,80.5506241331484
1764305438,50,,Aggregated,39.500000,0.000000,39,41,42,43,47,54,77,81,93,120,120,1480,0,39,40.986269047972876,31,120.27883299999687,80.51824324324325
1764305439,50,,Aggregated,38.700000,0.000000,39,41,42,43,47,54,77,81,93,120,120,1520,0,39,40.91455955723674,31,120.27883299999687,80.32828947368421
