Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764305460,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764305461,5,,Aggregated,0.000000,0.000000,81,81,82,82,86,86,86,86,86,86,86,6,0,80,74.169229,43.44416600000001,86,74.5
1764305462,10,,Aggregated,0.000000,0.000000,80,81,86,86,88,88,88,88,88,88,88,18,0,73,63.51648366666662,34,88.05183299999997,79.22222222222223
1764305463,15,,Aggregated,5.000000,0.000000,77,81,84,85,87,88,88,88,88,88,88,28,0,73,62.43399996428569,34,88.05183299999997,79.64285714285714
1764305464,20,,Aggregated,7.000000,0.000000,44,81,84,86,87,87,88,88,88,88,88,42,0,44,59.7194404285714,33,88.05183299999997,74.28571428571429
1764305465,25,,Aggregated,8.000000,0.000000,41,78,82,86,88,88,91,92,92,92,92,67,0,41,55.55900059701491,33,91.5189999999999,73.11940298507463
1764305466,30,,Aggregated,9.500000,0.000000,40,45,81,86,88,91,92,92,92,92,92,93,0,40,53.40562634408603,33,92.46275000000014,77.60215053763442
1764305467,35,,Aggregated,12.000000,0.000000,40,43,79,82,87,89,91,92,92,92,92,125,0,40,51.360779344000015,32,92.46275000000014,78.368
1764305468,40,,Aggregated,14.166667,0.000000,39,42,77,81,86,88,91,92,92,92,92,156,0,39,49.9237093974359,32,92.46275000000014,77.61538461538461
1764305469,45,,Aggregated,16.285714,0.000000,40,41,46,80,85,88,91,92,92,92,92,194,0,39,48.87530112371132,32,92.46275000000014,78.02577319587628
1764305470,50,,Aggregated,17.500000,0.000000,39,41,45,77,84,88,91,91,92,92,92,235,0,39,48.020170753191486,32,92.46275000000014,78.44680851063829
1764305471,55,,Aggregated,19.555556,0.000000,39,41,44,48,83,87,90,91,92,92,92,283,0,39,47.1670748056537,32,92.46275000000014,78.04946996466431
1764305472,60,,Aggregated,21.600000,0.000000,39,41,44,47,83,87,91,92,93,93,93,331,0,39,46.62228425075526,31,93,78.83383685800604
1764305473,65,,Aggregated,25.600000,0.000000,39,42,45,48,83,88,91,92,93,93,93,383,0,39,46.627736736292405,31,93,79.30809399477806
1764305474,70,,Aggregated,29.400000,0.000000,39,41,44,48,83,88,92,96,99,99,99,436,0,39,46.384627683486244,31,99.102417000001,79.87844036697248
1764305475,75,,Aggregated,33.500000,0.000000,39,41,44,47,82,88,92,96,99,99,99,493,0,39,45.96241481541584,31,99.102417000001,79.49492900608519
1764305476,80,,Aggregated,36.800000,0.000000,39,41,44,46,82,87,92,93,99,99,99,566,0,39,45.55357597526505,31,99.102417000001,79.12720848056537
1764305477,85,,Aggregated,41.000000,0.000000,39,41,43,46,82,87,91,92,99,99,99,633,0,39,45.23441140284359,31,99.102417000001,79.04581358609795
1764305478,90,,Aggregated,44.000000,0.000000,39,41,43,45,81,87,91,92,99,99,99,704,0,39,44.78012665340908,31,99.102417000001,78.90767045454545
1764305479,95,,Aggregated,48.300000,0.000000,39,41,43,44,80,87,91,92,99,99,99,778,0,39,44.43324898071979,31,99.102417000001,79.16966580976863
1764305480,100,,Aggregated,53.100000,0.000000,39,41,43,44,79,87,91,92,99,99,99,856,0,39,44.18107096495328,31,99.102417000001,78.60630841121495
1764305481,100,,Aggregated,56.900000,0.000000,39,41,42,44,77,86,91,92,99,99,99,936,0,39,43.65409437072651,31,99.102417000001,78.53205128205128
1764305482,100,,Aggregated,60.800000,0.000000,39,40,42,43,55,86,91,92,99,99,99,1015,0,39,43.23565743152713,31,99.102417000001,78.78620689655172
1764305483,100,,Aggregated,62.900000,0.000000,39,40,42,43,51,84,90,92,99,99,99,1090,0,39,42.91662878532113,31,99.102417000001,78.91009174311927
1764305484,100,,Aggregated,66.400000,0.000000,39,40,42,43,49,84,90,92,99,99,99,1171,0,39,42.62033287446627,31,99.102417000001,79.23569598633647
1764305485,100,,Aggregated,69.400000,0.000000,38,40,42,43,48,83,90,92,99,99,99,1244,0,38,42.35275841157557,31,99.102417000001,79.45739549839229
1764305486,100,,Aggregated,71.600000,0.000000,38,40,42,43,48,83,89,92,99,99,99,1325,0,38,42.16122239396228,31,99.102417000001,79.4422641509434
1764305487,100,,Aggregated,73.600000,0.000000,38,40,42,43,47,82,89,92,99,99,99,1401,0,38,41.94654842112777,31,99.102417000001,79.38329764453961
1764305488,100,,Aggregated,75.600000,0.000000,38,40,42,43,47,82,89,92,99,99,99,1470,0,38,41.802041726530646,31,99.102417000001,79.34013605442176
1764305489,100,,Aggregated,76.700000,0.000000,38,40,42,43,47,81,88,91,99,99,99,1553,0,38,41.641010495814584,31,99.102417000001,79.28525434642627
1764305490,100,,Aggregated,76.300000,0.000000,38,40,42,43,46,80,88,91,99,99,99,1637,0,38,41.50401868540014,31,99.102417000001,79.52290775809408
1764305491,100,,Aggregated,76.300000,0.000000,38,40,42,43,46,79,88,91,99,99,99,1718,0,38,41.41255733818394,31,99.102417000001,79.39813736903376
1764305492,100,,Aggregated,76.900000,0.000000,38,40,42,43,46,78,88,91,99,99,99,1789,0,38,41.28042985187257,31,99.102417000001,79.230296254891
1764305493,100,,Aggregated,78.000000,0.000000,38,40,42,42,46,77,88,91,99,99,99,1868,0,38,41.19575916755887,31,99.102417000001,79.54175588865097
1764305494,100,,Aggregated,77.600000,0.000000,39,40,42,42,46,74,88,91,99,99,99,1938,0,39,41.12029061455106,31,99.102417000001,79.64602683178535
1764305495,100,,Aggregated,77.500000,0.000000,39,40,42,42,46,62,87,91,98,99,99,2020,0,39,41.052995443069285,31,99.102417000001,79.63267326732674
1764305496,100,,Aggregated,77.400000,0.000000,38,40,42,42,46,53,87,91,98,99,99,2093,0,38,40.968736226469154,31,99.102417000001,79.53416149068323
1764305497,100,,Aggregated,77.600000,0.000000,39,40,41,42,46,52,87,90,98,99,99,2182,0,39,40.869460722731375,31,99.102417000001,79.6769019248396
1764305498,100,,Aggregated,77.200000,0.000000,39,40,41,42,46,51,87,90,98,99,99,2243,0,39,40.81037355283097,31,99.102417000001,79.7329469460544
1764305499,100,,Aggregated,77.400000,0.000000,39,40,41,42,45,51,86,90,98,99,99,2323,0,39,40.75580472578554,31,99.102417000001,79.81403357727078
1764305500,100,,Aggregated,77.700000,0.000000,39,40,42,42,45,50,86,90,98,99,99,2404,0,39,40.72241807154732,31,99.102417000001,79.89642262895175
1764305501,100,,Aggregated,77.200000,0.000000,39,40,42,42,45,50,86,90,98,99,99,2482,0,39,40.70508984850916,31,99.102417000001,79.97018533440773
1764305502,100,,Aggregated,76.700000,0.000000,39,40,42,42,45,50,86,89,98,99,99,2557,0,39,40.670774444661596,31,99.102417000001,80.06335549472037
1764305503,100,,Aggregated,76.600000,0.000000,39,40,42,43,45,50,85,89,98,99,99,2639,0,39,40.676369428192366,31,99.102417000001,80.24251610458506
1764305504,100,,Aggregated,76.700000,0.000000,39,40,42,43,45,50,84,89,98,99,99,2713,0,39,40.67617453151479,31,99.102417000001,80.25469959454479
1764305505,100,,Aggregated,76.000000,0.000000,39,40,42,43,45,49,84,89,98,99,99,2786,0,39,40.622477507537546,31,99.102417000001,80.26669059583632
1764305506,100,,Aggregated,76.600000,0.000000,39,40,42,43,45,49,84,89,98,99,99,2859,0,39,40.54308289821602,31,99.102417000001,80.30325288562435
1764305507,100,,Aggregated,75.600000,0.000000,39,40,42,43,45,49,84,89,98,99,99,2941,0,39,40.53709039102333,31,99.102417000001,80.449166950017
1764305508,100,,Aggregated,76.900000,0.000000,39,40,42,43,45,49,84,89,97,99,99,3020,0,39,40.479110019205166,31,99.102417000001,80.28543046357616
1764305509,100,,Aggregated,76.000000,0.000000,39,40,42,43,45,48,83,88,97,99,99,3107,0,39,40.437398429996655,31,99.102417000001,80.3511425812681
1764305510,100,,Aggregated,76.000000,0.000000,39,40,42,43,45,48,83,88,97,99,99,3181,0,39,40.389671213769155,31,99.102417000001,80.21408362150267
