Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764305672,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764305673,5,,Aggregated,0.000000,0.000000,14,15,15,15,18,18,18,18,18,18,18,7,0,14,13.482559571428562,6,18,75.85714285714286
1764305674,10,,Aggregated,0.000000,0.000000,13,15,18,18,20,21,21,21,21,21,21,19,0,13,11.32930699999997,1,21.060250000000114,79.3157894736842
1764305675,15,,Aggregated,5.000000,0.000000,10,12,14,15,18,20,21,21,21,21,21,34,0,9,9.527674029411754,1,21.060250000000114,78.38235294117646
1764305676,20,,Aggregated,7.000000,0.000000,7,11,14,15,17,19,20,21,21,21,21,54,0,6,8.775817907407406,1,21.060250000000114,80.75925925925925
1764305677,25,,Aggregated,10.000000,0.000000,6,10,14,15,18,20,20,21,21,21,21,76,0,6,8.735455026315815,1,21.060250000000114,78.4342105263158
1764305678,30,,Aggregated,10.500000,0.000000,6,10,13,15,18,19,20,21,21,21,21,100,0,6,8.355232899999997,1,21.060250000000114,77.4
1764305679,35,,Aggregated,13.000000,0.000000,6,9,11,14,17,18,20,20,21,21,21,130,0,6,7.865621484615389,1,21.060250000000114,76.61538461538461
1764305680,40,,Aggregated,15.000000,0.000000,6,7,10,13,16,18,20,20,21,21,21,166,0,6,7.451653855421672,1,21.060250000000114,76.09036144578313
1764305681,45,,Aggregated,16.857143,0.000000,5,7,9,13,16,18,19,20,21,21,21,202,0,5,7.296174084158409,1,21.060250000000114,74.0
1764305682,50,,Aggregated,18.000000,0.000000,5,7,9,11,16,18,19,20,21,21,21,243,0,5,7.033097218106997,1,21.060250000000114,76.13991769547324
1764305683,55,,Aggregated,20.000000,0.000000,5,6,8,10,15,17,19,20,21,21,21,287,0,5,6.652967034843188,1,21.060250000000114,75.63414634146342
1764305684,60,,Aggregated,22.100000,0.000000,5,6,8,9,15,17,19,20,21,21,21,339,0,5,6.25802272566371,1,21.060250000000114,76.35398230088495
1764305685,65,,Aggregated,25.500000,0.000000,5,6,7,8,14,16,19,20,31,31,31,395,0,5,6.107237544303794,1,31,77.25569620253165
1764305686,70,,Aggregated,29.800000,0.000000,5,6,7,8,14,16,18,20,31,31,31,451,0,5,5.963386356984481,1,31,76.70953436807095
1764305687,75,,Aggregated,33.000000,0.000000,5,6,7,8,13,16,18,19,31,31,31,511,0,5,5.825842291585126,1,31,76.23483365949119
1764305688,80,,Aggregated,37.600000,0.000000,4,6,7,7,13,15,18,19,31,31,31,582,0,4,5.601900113402115,0,31,77.02405498281787
1764305689,85,,Aggregated,40.900000,0.000000,4,6,6,7,12,15,18,19,31,31,31,650,0,4,5.417650938461589,0,31,76.76
1764305690,90,,Aggregated,44.500000,0.000000,4,5,6,7,11,15,17,19,31,31,31,730,0,4,5.279982236986348,0,31,77.87397260273973
1764305691,95,,Aggregated,49.100000,0.000000,4,5,6,7,10,14,17,19,31,31,31,803,0,4,5.163034648816984,0,31,77.99501867995019
1764305692,100,,Aggregated,53.300000,0.000000,4,5,6,7,10,14,17,19,31,31,31,898,0,4,5.046079427616969,0,31,78.44209354120267
1764305693,100,,Aggregated,58.300000,0.000000,4,5,6,7,9,14,16,18,31,31,31,977,0,4,4.913491293756427,0,31,77.94063459570113
1764305694,100,,Aggregated,62.000000,0.000000,4,5,6,7,9,14,16,18,21,31,31,1049,0,4,4.790889416587256,0,31,78.43660629170638
1764305695,100,,Aggregated,66.600000,0.000000,4,5,6,6,9,13,16,18,21,31,31,1130,0,4,4.641135581415959,0,31,78.55575221238938
